표준코드,단축코드,한글 종목명,한글 종목약명,영문 종목명,상장일,시장구분,증권구분,소속부,주식종류,액면가,상장주식수
KR7203450002,203450,유니온커뮤니티,유니온커뮤니티,"Union community Co., Ltd.",2016/12/07,KOSDAQ,주권,벤처기업부,보통주,500,"14,679,007"
KR7011320009,011320,유니크,유니크,UNICK CORPORATION,1993/12/29,KOSDAQ,주권,중견기업부,보통주,500,"19,320,695"
KR7086390002,086390,유니테스트,유니테스트,UniTest Inc.,2006/12/05,KOSDAQ,주권,중견기업부,보통주,500,"21,134,126"
KR7241690007,241690,유니테크노,유니테크노,"UNITEKNO Co.,Ltd",2016/09/20,KOSDAQ,주권,우량기업부,보통주,500,"25,011,565"
KR7142210004,142210,유니트론텍,유니트론텍,"Unitrontech Co.,Ltd.",2016/02/02,KOSDAQ,주권,우량기업부,보통주,500,"19,246,092"
KR7048430003,048430,유라테크,유라테크,"YURA TECH. CO., LTD.",2001/01/11,KOSDAQ,주권,중견기업부,보통주,500,"11,520,000"
KR7206650004,206650,유바이오로직스,유바이오로직스,"EuBiologics Co., Ltd.",2017/01/24,KOSDAQ,주권,기술성장기업부,보통주,500,"36,454,807"
KR7089850002,089850,유비벨록스,유비벨록스,UbiVelox Inc.,2010/06/18,KOSDAQ,주권,우량기업부,보통주,500,"7,456,734"
KR7084440007,084440,유비온,유비온,UBION CO.LTD.,2022/11/18,KOSDAQ,주권,기술성장기업부,보통주,100,"19,712,800"
KR7032620007,032620,유비케어,유비케어,"UBCARE CO., LTD.",1997/05/02,KOSDAQ,주권,우량기업부,보통주,500,"52,197,139"
KR7264450008,264450,유비쿼스,유비쿼스,Ubiquoss Inc.,2017/03/31,KOSDAQ,주권,우량기업부,보통주,500,"10,245,706"
KR7078070000,078070,유비쿼스홀딩스,유비쿼스홀딩스,Ubiquoss Holdings Inc.,2009/01/23,KOSDAQ,주권,중견기업부,보통주,500,"18,696,628"
KR7024800005,024800,유성티엔에스,유성티엔에스,"YOOSUNG T&S CO.,LTD",1999/12/10,KOSDAQ,주권,우량기업부,보통주,500,"37,051,812"
KR7054930003,054930,유신,유신,Yooshin Engineering Corporation,2002/01/15,KOSDAQ,주권,우량기업부,보통주,"5,000","3,000,000"
KR7069330009,069330,유아이디,유아이디,"U.I.DISPLAY CO.,LTD.",2003/08/18,KOSDAQ,주권,벤처기업부,보통주,500,"14,191,091"
KR7049520000,049520,유아이엘,유아이엘,"UIL Co.,Ltd",2001/08/02,KOSDAQ,주권,중견기업부,보통주,500,"21,784,936"
KR7435380001,435380,유안타제10호기업인수목적,유안타제10호스팩,Yuanta 10 SPECIAL PURPOSE ACQUISITION COMPANY,2022/10/06,KOSDAQ,주권,SPAC(소속부없음),보통주,100,"5,730,000"
KR7444920003,444920,유안타제11호기업인수목적,유안타제11호스팩,Yuanta 11 SPECIAL PURPOSE ACQUISITION COMPANY,2023/09/01,KOSDAQ,주권,SPAC(소속부없음),보통주,100,"5,240,000"
KR7446150005,446150,유안타제12호기업인수목적,유안타제12호스팩,Yuanta 12 SPECIAL PURPOSE ACQUISITION COMPANY,2023/03/17,KOSDAQ,주권,SPAC(소속부없음),보통주,100,"4,770,000"
KR7449020007,449020,유안타제13호기업인수목적,유안타제13호스팩,Yuanta 13 SPECIAL PURPOSE ACQUISITION COMPANY,2023/02/28,KOSDAQ,주권,SPAC(소속부없음),보통주,100,"9,730,000"
KR7450940002,450940,유안타제14호기업인수목적,유안타제14호스팩,Yuanta 14 SPECIAL PURPOSE ACQUISITION COMPANY,2023/07/27,KOSDAQ,주권,SPAC(소속부없음),보통주,100,"4,540,000"
KR7430700005,430700,유안타제9호기업인수목적,유안타제9호스팩,Yuanta 9 SPECIAL PURPOSE ACQUISITION COMPANY,2022/08/04,KOSDAQ,주권,SPAC(소속부없음),보통주,100,"5,240,000"
KR7263770000,263770,유에스티,유에스티,"UST CO., LTD.",2017/04/06,KOSDAQ,주권,벤처기업부,보통주,100,"23,700,172"
KR7388720005,388720,유일로보틱스,유일로보틱스,"Yuilrobotics. co., Ltd",2022/03/18,KOSDAQ,주권,벤처기업부,보통주,500,"8,937,846"
KR7340930007,340930,유일에너테크,유일에너테크,"YOUIL ENERGY TECH CO.,LTD.",2021/02/25,KOSDAQ,주권,벤처기업부,보통주,500,"11,468,150"
KR7023410004,023410,유진기업,유진기업,EUGENE Corporation,1994/10/07,KOSDAQ,주권,우량기업부,보통주,500,"77,310,863"
KR7388800005,388800,유진기업인수목적7호,유진스팩7호,EUGENE SPECIAL PURPOSE ACQUISITION 7 COMPANY,2021/09/13,KOSDAQ,주권,SPAC(소속부없음),보통주,100,"5,010,000"
KR7413630005,413630,유진기업인수목적8호,유진스팩8호,EUGENE SPECIAL PURPOSE ACQUISITION 8 COMPANY,2022/03/31,KOSDAQ,주권,SPAC(소속부없음),보통주,100,"5,920,000"
KR7442130001,442130,유진기업인수목적9호,유진스팩9호,EUGENE SPECIAL PURPOSE ACQUISITION 9 COMPANY,2022/12/01,KOSDAQ,주권,SPAC(소속부없음),보통주,100,"3,460,000"
KR7056080005,056080,유진로봇,유진로봇,"Yujin Robot Co., Ltd.",2001/11/13,KOSDAQ,주권,중견기업부,보통주,500,"37,512,152"
KR7084370006,084370,유진테크,유진테크,"Eugene Technology Co., Ltd.",2006/01/17,KOSDAQ GLOBAL,주권,우량기업부,보통주,500,"22,916,042"
KR7240600007,240600,유진테크놀로지,유진테크놀로지,"YUJIN TECHNOLOGY CO.,LTD.",2023/11/02,KOSDAQ,주권,중견기업부,보통주,500,"6,928,151"
KR7221800006,221800,유투바이오,유투바이오,"U2BIO CO., LTD.",2023/11/02,KOSDAQ,주권,기술성장기업부,보통주,500,"11,287,196"
KR7179900006,179900,유티아이,유티아이,UTI INC.,2017/09/27,KOSDAQ,주권,벤처기업부,보통주,500,"16,286,895"
KR7263050007,263050,유틸렉스,유틸렉스,"Eutilex Co., Ltd.",2018/12/24,KOSDAQ,주권,기술성장기업부,보통주,500,"36,762,855"
KR7191410000,191410,육일씨엔에쓰,육일씨엔에쓰,"RYUK-IL C&S., Ltd",2015/12/24,KOSDAQ,주권,중견기업부,보통주,500,"11,167,382"
KR7372170001,372170,윤성에프앤씨,윤성에프앤씨,"YUNSUNG F&C Co.,Ltd",2022/11/14,KOSDAQ,주권,기술성장기업부,보통주,100,"7,979,048"
KR7146060009,146060,율촌,율촌,"YulChon co., Ltd",2023/09/08,KOSDAQ,주권,중견기업부,보통주,100,"21,623,916"
KR7072770001,072770,율호,율호,Yulho,2007/07/25,KOSDAQ,주권,중견기업부,보통주,500,"69,122,796"
KR7039020003,039020,이건홀딩스,이건홀딩스,"EAGON HOLDINGS CO., LTD.",2000/05/04,KOSDAQ,주권,우량기업부,보통주,"1,000","22,584,709"
KR7067920009,067920,이글루코퍼레이션,이글루,IGLOO Corporation,2010/08/04,KOSDAQ,주권,벤처기업부,보통주,500,"10,996,119"
KR7044960003,044960,이글벳,이글벳,"Eagle Veterinary Technology Co.,Ltd",2000/11/16,KOSDAQ,주권,중견기업부,보통주,500,"12,641,883"
KR7303530000,303530,이노뎁,이노뎁,INNODEP INC.,2021/06/18,KOSDAQ,주권,벤처기업부,보통주,500,"7,339,299"
KR7296640006,296640,이노룰스,이노룰스,"INNORULES CO.,LTD",2022/10/07,KOSDAQ,주권,벤처기업부,보통주,500,"5,178,252"
KR7302430004,302430,이노메트리,이노메트리,"INNOMETRY Co., Ltd.",2018/12/12,KOSDAQ,주권,벤처기업부,보통주,500,"9,833,208"
KR7274400001,274400,이노시뮬레이션,이노시뮬레이션,"INNOSIMULATION CO., LTD.",2023/07/06,KOSDAQ,주권,기술성장기업부,보통주,500,"7,819,826"
KR7056090004,056090,이노시스,이노시스,Innosys,2015/11/12,KOSDAQ,주권,관리종목(소속부없음),보통주,500,"78,880,082"
KR7073490005,073490,이노와이어리스,이노와이어리스,"InnoWireless Co.,Ltd.",2005/02/04,KOSDAQ,주권,우량기업부,보통주,500,"7,603,846"
KR7215790007,215790,이노인스트루먼트,이노인스트루먼트,INNO INSTRUMENT,2015/05/08,KOSDAQ,주권,벤처기업부,보통주,500,"40,283,149"
KR7344860002,344860,이노진,이노진,"INNOGENE Co., Ltd.",2023/02/20,KOSDAQ,주권,기술성장기업부,보통주,100,"12,030,000"
KR7246960009,246960,이노테라피,이노테라피,InnoTherapy Inc.,2019/02/01,KOSDAQ,주권,기술성장기업부,보통주,500,"7,236,830"
KR7088390000,088390,이녹스,이녹스,INNOX Corporation,2006/10/20,KOSDAQ,주권,우량기업부,보통주,500,"9,385,844"
KR7272290008,272290,이녹스첨단소재,이녹스첨단소재,"INNOX Advanced Materials Co., Ltd.",2017/07/10,KOSDAQ GLOBAL,주권,우량기업부,보통주,500,"20,201,658"
KR7053350005,053350,이니텍,이니텍,"INITECH Co., Ltd.",2001/11/15,KOSDAQ,주권,중견기업부,보통주,500,"19,790,916"
KR7041520008,041520,이라이콤,이라이콤,"e-LITECOM CO., LTD.",2003/07/04,KOSDAQ,주권,중견기업부,보통주,500,"12,188,730"
KR7264850009,264850,이랜시스,이랜시스,"Elensys Co.,Ltd.",2017/06/01,KOSDAQ,주권,중견기업부,보통주,100,"29,850,412"
KR7054210000,054210,이랜텍,이랜텍,"Elentec Co., Ltd",2002/05/09,KOSDAQ,주권,우량기업부,보통주,500,"25,291,210"
KR7164060006,164060,이루다,이루다,"ILOODA Co.,Ltd",2020/08/06,KOSDAQ,주권,벤처기업부,보통주,500,"20,608,031"
KR7065440000,065440,이루온,이루온,ELUON Corporation,2003/01/28,KOSDAQ,주권,벤처기업부,보통주,500,"27,275,020"
KR7115610008,115610,이미지스테크놀로지,이미지스,"IMAGIS Co., Ltd.",2010/02/26,KOSDAQ,주권,벤처기업부,보통주,500,"15,541,626"
KR7078020005,078020,이베스트투자증권,이베스트투자증권,"EBEST INVESTMENT & SECURITIES Co., Ltd.",2007/02/21,KOSDAQ,주권,우량기업부,보통주,"5,000","55,481,190"
KR7131400004,131400,이브이첨단소재,이브이첨단소재,EV ADVANCED MATERIAL,2010/12/27,KOSDAQ,주권,벤처기업부,보통주,500,"59,194,179"
KR7351330006,351330,이삭엔지니어링,이삭엔지니어링,"ISAAC Engineering Co., Ltd.",2021/04/21,KOSDAQ,주권,벤처기업부,보통주,500,"8,288,520"
KR7080010002,080010,이상네트웍스,이상네트웍스,"eSANG Networks Co.,Ltd",2005/09/30,KOSDAQ,주권,중견기업부,보통주,500,"10,000,000"
KR7086890001,086890,이수앱지스,이수앱지스,"ISU Abxis Co., Ltd.",2009/02/03,KOSDAQ,주권,기술성장기업부,보통주,500,"34,611,239"
KR7047560008,047560,이스트소프트,이스트소프트,ESTsoft Corp.,2008/07/01,KOSDAQ,주권,벤처기업부,보통주,500,"11,407,932"
HK0000057197,900110,이스트아시아홀딩스인베스트먼트리미티드,이스트아시아홀딩스,East Asia Holdings Investment Limited,2010/04/23,KOSDAQ,외국주권,외국기업(소속부없음),보통주,무액면,"431,932,050"
KR7067010009,067010,이씨에스텔레콤,이씨에스,"ECS TELECOM Co., Ltd.",2007/12/18,KOSDAQ,주권,벤처기업부,보통주,500,"12,294,000"
KR7102710001,102710,이엔에프테크놀로지,이엔에프테크놀로지,"ENF Technology Co., Ltd",2009/05/28,KOSDAQ,주권,우량기업부,보통주,500,"14,287,836"
KR7063760003,063760,이엘피,이엘피,ELP Corp.,2017/04/06,KOSDAQ,주권,벤처기업부,보통주,500,"9,325,130"
KR7123570004,123570,이엠넷,이엠넷,EMNET INC.,2011/11/25,KOSDAQ,주권,중견기업부,보통주,500,"22,276,078"
KR7083470005,083470,이엠앤아이,이엠앤아이,"EMnI Co., Ltd.",2008/09/18,KOSDAQ,주권,중견기업부,보통주,500,"21,340,329"
KR7095190005,095190,이엠코리아,이엠코리아,"EMKOREA Co., LTD.",2007/10/29,KOSDAQ,주권,중견기업부,보통주,500,"42,581,037"
KR7091120006,091120,이엠텍,이엠텍,"EM-Tech. CO., LTD.",2007/05/02,KOSDAQ,주권,우량기업부,보통주,500,"17,132,936"
KR7039030002,039030,이오테크닉스,이오테크닉스,"EO Technics Co., Ltd.",2000/08/24,KOSDAQ GLOBAL,주권,우량기업부,보통주,500,"12,319,550"
KR7294090006,294090,이오플로우,이오플로우,"EOFlow Co., Ltd.",2020/09/14,KOSDAQ,주권,기술성장기업부,보통주,100,"30,416,687"
KR7245620000,245620,이원다이애그노믹스,EDGC,"Eone Diagnomics Genome Center Co., Ltd.",2018/06/26,KOSDAQ,주권,기술성장기업부,보통주,100,"118,024,592"
KR7088290002,088290,이원컴포텍,이원컴포텍,"EWON COMFORTECH CO., LTD",2009/12/01,KOSDAQ,주권,중견기업부,보통주,500,"30,590,933"
KR7181340001,181340,이즈미디어,이즈미디어,"isMedia Co., Ltd",2017/07/26,KOSDAQ,주권,관리종목(소속부없음),보통주,500,"20,058,966"
KR7037370004,037370,이지,EG,EG CORPORATION,2000/01/11,KOSDAQ,주권,중견기업부,보통주,"1,000","8,624,972"
KR7353810005,353810,이지바이오,이지바이오,"EASY BIO, Inc.",2020/06/05,KOSDAQ,주권,우량기업부,보통주,100,"34,191,720"
KR7099750002,099750,이지케어텍,이지케어텍,"ezCaretech Co., LTD",2019/03/22,KOSDAQ,주권,벤처기업부,보통주,500,"6,834,776"
KR7377330006,377330,이지트로닉스,이지트로닉스,"EGTRONICS Co., Ltd.",2022/02/04,KOSDAQ,주권,기술성장기업부,보통주,500,"8,109,954"
KR7035810001,035810,이지홀딩스,이지홀딩스,"Easy Holdings Co., Ltd.",1999/11/23,KOSDAQ,주권,우량기업부,보통주,500,"65,145,845"
KR7160600003,160600,이큐셀,이큐셀,"EQUIPMENTS CELL CO.,LTD",2015/06/26,KOSDAQ,주권,관리종목(소속부없음),보통주,500,"34,482,552"
KR7092130004,092130,이크레더블,이크레더블,"e-Credible Co., Ltd.",2008/10/24,KOSDAQ,주권,중견기업부,보통주,500,"12,043,600"
KR7096040001,096040,이트론,이트론,"E-TRON CO.,LTD.",2008/01/25,KOSDAQ,주권,투자주의환기종목(소속부없음),보통주,200,"906,131,295"
KR7134060003,134060,이퓨쳐,이퓨쳐,"e-future.Co.,Ltd.",2011/04/27,KOSDAQ,주권,벤처기업부,보통주,500,"4,769,250"
KR7001840008,001840,이화공영,이화공영,EehwaConstruction,1994/11/23,KOSDAQ,주권,중견기업부,보통주,500,"19,805,760"
KR7024810004,024810,이화전기공업,이화전기,"EHWA TECHNOLOGIES INFORMATION CO., LTD.",1994/12/29,KOSDAQ,주권,관리종목(소속부없음),보통주,200,"201,999,488"
KR7041830001,041830,인바디,인바디,"InBody Co., Ltd.",2000/12/14,KOSDAQ,주권,우량기업부,보통주,500,"13,683,782"
KR7352940001,352940,인바이오,인바이오,"ENBIOCO., LTD.",2020/12/11,KOSDAQ,주권,벤처기업부,보통주,500,"10,867,730"
KR7079950002,079950,인베니아,인베니아,"INVENIA Co.,Ltd.",2005/02/04,KOSDAQ,주권,중견기업부,보통주,500,"23,200,000"
KR7389470006,389470,인벤티지랩,인벤티지랩,Inventage Lab Inc.,2022/11/22,KOSDAQ,주권,기술성장기업부,보통주,500,"8,453,556"
KR7277410007,277410,인산가,인산가,INSAN Inc.,2017/09/29,KOSDAQ,주권,벤처기업부,보통주,100,"38,356,789"
KR7060150000,060150,인선이엔티,인선이엔티,INSUN ENVIRONMENTAL NEW TECHNOLOGY CO.,2002/06/14,KOSDAQ,주권,우량기업부,보통주,500,"46,563,612"
KR7033230004,033230,인성정보,인성정보,"INSUNG INFORMATION CO., LTD",1999/07/30,KOSDAQ,주권,중견기업부,보통주,500,"39,215,380"
KR7450520002,450520,인스웨이브시스템즈,인스웨이브시스템즈,"Inswave Systems Co., Ltd.",2023/09/25,KOSDAQ,주권,벤처기업부,보통주,500,"4,901,526"
KR7037330008,037330,인지디스플레이,인지디스플레,INZI DISPLAY COMPANY LIMITED,1999/12/14,KOSDAQ,주권,우량기업부,보통주,500,"43,885,224"
KR7100030006,100030,인지소프트,인지소프트,Inzisoft,2010/05/25,KOSDAQ,주권,중견기업부,보통주,500,"3,283,714"
KR7211050000,211050,인카금융서비스,인카금융서비스,"INCAR FINANCIAL SERVICE Co.,Ltd.",2022/02/16,KOSDAQ,주권,기술성장기업부,보통주,500,"10,275,960"
KR7083640003,083640,인콘,인콘,"INCON Co., Ltd.",2005/12/27,KOSDAQ,주권,벤처기업부,보통주,500,"77,720,351"
KR7216050005,216050,인크로스,인크로스,"Incross Co.,Ltd.",2016/10/31,KOSDAQ,주권,중견기업부,보통주,500,"12,843,222"
KR7049070006,049070,인탑스,인탑스,"INTOPS CO., LTD.",2002/02/21,KOSDAQ GLOBAL,주권,우량기업부,보통주,500,"17,200,000"
KR7119610004,119610,인터로조,인터로조,INTEROJO CO. LTD.,2010/07/28,KOSDAQ,주권,우량기업부,보통주,500,"13,216,478"
KR7017250002,017250,인터엠,인터엠,IntermCorporation,1996/01/03,KOSDAQ,주권,중견기업부,보통주,500,"21,045,467"
KR7051370005,051370,인터플렉스,인터플렉스,"INTERFLEX CO., LTD.",2003/01/22,KOSDAQ,주권,중견기업부,보통주,500,"23,327,472"
KR7064290000,064290,인텍플러스,인텍플러스,"INTEKPLUS CO.,LTD",2011/01/05,KOSDAQ,주권,우량기업부,보통주,500,"12,835,962"
KR7189300007,189300,인텔리안테크놀로지스,인텔리안테크,INTELLIAN TECHNOLOGIES Inc.,2016/10/18,KOSDAQ,주권,우량기업부,보통주,500,"10,733,334"
KR7150840007,150840,인트로메딕,인트로메딕,"IntroMedic Co., Ltd.",2013/12/19,KOSDAQ,주권,관리종목(소속부없음),보통주,100,"39,438,839"
KR7048530000,048530,인트론바이오테크놀로지,인트론바이오,"iNtRON Biotechnology, Inc.",2011/01/26,KOSDAQ,주권,기술성장기업부,보통주,500,"34,150,762"
KR7175140003,175140,인포마크,인포마크,"INFOMARK Co., Ltd",2015/09/23,KOSDAQ,주권,벤처기업부,보통주,500,"16,387,903"
KR7115310005,115310,인포바인,인포바인,"INFOvine co., Ltd.",2010/02/09,KOSDAQ,주권,벤처기업부,보통주,500,"3,192,883"
KR7039290002,039290,인포뱅크,인포뱅크,InfoBank Corporation,2006/07/04,KOSDAQ,주권,우량기업부,보통주,500,"8,693,978"
KR7071200000,071200,인피니트헬스케어,인피니트헬스케어,INFINITT Healthcare,2010/05/26,KOSDAQ,주권,중견기업부,보통주,500,"24,396,458"
KR7101930006,101930,인화정공,인화정공,"Inhwa Precision Co., Ltd",2010/10/22,KOSDAQ,주권,투자주의환기종목(소속부없음),보통주,500,"9,331,705"
KR7333430007,333430,일승,일승,IL SEUNG,2019/11/06,KOSDAQ,주권,중견기업부,보통주,100,"30,726,747"
KR7068330000,068330,일신바이오베이스,일신바이오,"ilShinbiobase Co., Ltd.",2007/12/26,KOSDAQ,주권,중견기업부,보통주,100,"44,216,140"
KR7178780003,178780,일월지엠엘,일월지엠엘,ILWOUL GML,2015/06/30,KOSDAQ,주권,관리종목(소속부없음),보통주,500,"13,964,195"
KR7019540004,019540,일지테크,일지테크,IljiTechnology,1992/11/03,KOSDAQ,주권,중견기업부,보통주,500,"13,513,500"
KR7094820008,094820,일진파워,일진파워,"ILJIN POWER CO., LTD.",2007/11/06,KOSDAQ,주권,우량기업부,보통주,500,"15,078,709"
KR8840110108,950140,잉글우드랩,잉글우드랩,"Englewood Lab, Inc.",2016/10/14,KOSDAQ,주식예탁증권,외국기업(소속부없음),보통주,0,"19,867,866"
KR7049550007,049550,잉크테크,잉크테크,"INKTEC CO., LTD.",2002/02/28,KOSDAQ,주권,벤처기업부,보통주,500,"19,606,277"
KR7389020009,389020,자람테크놀로지,자람테크놀로지,"Zaram Technology,Inc.",2023/03/07,KOSDAQ,주권,기술성장기업부,보통주,500,"6,197,730"
KR7254120009,254120,자비스,자비스,"XAVIS CO., Ltd.",2016/12/02,KOSDAQ,주권,기술성장기업부,보통주,100,"30,754,270"
KR7043910009,043910,자연과 환경,자연과환경,"Nature and Environment Co., Ltd.",2005/11/18,KOSDAQ,주권,중견기업부,보통주,500,"81,391,457"
KR7234920007,234920,자이글,자이글,"Zaigle Co., Ltd.",2016/09/06,KOSDAQ,주권,벤처기업부,보통주,500,"13,530,910"
KR7289220006,289220,자이언트스텝,자이언트스텝,GIANTSTEP Inc.,2021/03/24,KOSDAQ,주권,기술성장기업부,보통주,500,"22,121,745"
KR7174880005,174880,장원테크,장원테크,"JangWonTech Co., Ltd.",2016/07/15,KOSDAQ,주권,관리종목(소속부없음),보통주,500,"4,381,265"
KR7049630007,049630,재영솔루텍,재영솔루텍,"JAEYOUNG SOLUTEC CO.,LTD.",2003/01/24,KOSDAQ,주권,중견기업부,보통주,500,"83,633,227"
KR7417840006,417840,저스템,저스템,"Justem.Co.,Ltd.",2022/10/28,KOSDAQ,주권,벤처기업부,보통주,500,"7,158,525"
KR7110020005,110020,전진바이오팜,전진바이오팜,"JEONJINBIO CO., LTD.",2018/12/14,KOSDAQ,주권,기술성장기업부,보통주,500,"7,483,541"
KR7208140004,208140,정다운,정다운,"JUNGDAWN Co., Ltd.",2014/12/17,KOSDAQ,주권,우량기업부,보통주,100,"32,684,246"
KR7040420002,040420,정상제이엘에스,정상제이엘에스,"JLS CO.,LTD.",2000/08/01,KOSDAQ,주권,우량기업부,보통주,500,"15,677,552"
